0,https://www.verao-especial-dia-do-consumidor.com
1,http://2bite.net.ru,Other
2,http://365ckanje.org.ru,Other
3,http://socialniyobmennik.pp.ru,Other
4,http://bestchannge.pp.ru,Other
5,http://santabustapaga.com
6,https://e747ea80.ngrok.io
7,http://pages-test.000webhostapp.com
8,https://secure-connect3.pl
9,https://secure-connect2.pl
10,http://evetee.cf
11,https://cubukyesilelma.com
12,https://cubukyesilelma.com
13,https://netflix-oxwxewxiobvytx4c5xcv3xc45v6b78765c4.com
14,https://account.netflix-oxwxewxiobvytx4c5xcv3xc45v6b78765c4.com
15,https://www.whatlogi.com
16,http://ee-log-in.com
17,http://way2office.com
18,http://tka-sfwjoxnzwd.alnnasl.com
19,http://tka-sfwjoxnzwd.alnnasl.com
20,http://tka-sfwjoxnzwd.alnnasl.com
21,http://tka-sfwJOXnzwd.alnnasl.com
22,https://azcneses.000webhostapp.com
23,https://triclamp.com.mx
24,https://telegra.ph
25,https://help-service-your-accountt.000webhostapp.com
26,https://toyotapollard.com
27,https://www.kitadanbuahhati.org
28,https://icloud-appleid-maps.com
29,https://verivikationesti.000webhostapp.com
30,https://www.congresshonoluluchordata.com
31,https://adrsecontd.000webhostapp.com
32,https://coxal.kozow.com
33,https://ryanheuer.com
34,https://lipedns.com.br
35,https://ad-permision.000webhostapp.com
36,https://azporecres.000webhostapp.com
37,https://postepay.postes.tk
38,https://postepay.postes.tk
39,http://cobaajadulu.ddns.net
40,http://cobaajadulu.ddns.net
41,https://godev.com.br
42,https://niagamall.com
43,http://niagamall.com
44,http://niagamall.com
45,http://niagamall.com
46,https://servicepaypallogine.retiro.cl
47,http://sec-serviceppls.com
48,http://sec-serviceppls.com
49,http://sec-serviceppls.com
50,http://sec-serviceppls.com
51,http://ads-verify-manager-notify-support-center-active-recovery.ga
52,http://ads-verify-manager-notify-support-center-active-recovery.ga
53,http://ads-verify-manager-notify-support-center-active-recovery.ga
54,http://ads-verify-manager-notify-support-center-active-recovery.ml
55,http://ads-verify-manager-notify-support-center-active-recovery.ml
56,http://ads-verify-manager-notify-support-center-active-recovery.ml
57,http://abdaaa3.com
58,http://luizadeualoucaagora.com
59,https://webshoppingmagazine.com
60,http://panelasmobile.online
61,http://luizabr.com
62,https://find-your-bonuses.com
63,https://nadomnogodeneg.top,Alibaba.com
64,http://besktchange.pp.ru,Other
65,https://digital-inter.site
66,http://bescchanqe.space
67,http://paxfyl.gq,Other
68,https://azxres.000webhostapp.com
69,https://settingscom0.wixsite.com
70,https://service-your-accountt.000webhostapp.com
71,http://tudoproseular.net
72,https://super-ofertas-com-os-melhores-produtos-magalu-2019.club
73,https://webshoppingmagazine.com
74,http://glballogistics.com
75,http://glballogistics.com
76,http://socialniyobmennik.org.ru
77,https://www.beastchange.com,Other
78,http://besdtchange.net.ru,Other
79,http://falabellaperu.com.pe.soportedeseguridadbnicentral.com
80,http://sekurenet.info
81,http://www.paxful.sc-uae.com,Other
82,https://24-bitex.net
83,http://beslchege.ru.com,Other
84,http://beslchege.ru.com
85,https://beslchege.ru.com,Other
86,http://web-help.16mb.com
87,https://web-helps.at.ua
88,http://web-help.16mb.com
